age_of_head,building_id,children,household_id,income,persons,puma,tenure,workers
53,523017,0,406333,15000,1,11605,2,1
42,527471,0,371701,245000,1,11604,2,1
42,520208,0,835038,9100,2,11612,2,0
61,448587,0,553435,120250,4,11616,1,1
51,514628,0,253923,110000,1,11603,2,1
48,391348,1,115345,186030,5,11602,1,3
33,19979,0,738040,118000,2,11610,1,2
94,519895,0,335746,3000,1,11604,2,0
50,885606,2,1090116,13000,4,11501,2,1
25,182998,0,541238,36000,1,11607,3,1
50,328583,4,893010,52000,9,11613,2,2
73,572479,0,94193,40500,2,11801,2,0
22,540550,0,141127,35000,2,11602,2,2
35,88465,3,352678,290000,5,11604,2,2
30,1063736,0,1457475,132001,2,11704,1,2
25,799191,2,1018130,50000,4,11505,2,1
87,863468,0,998507,24000,1,11505,1,0
26,1012731,2,1506704,95000,4,11705,1,1
46,303901,0,799888,946000,5,11611,2,2
31,667909,1,1190473,44500,3,11507,2,1
24,779818,1,1117500,0,2,11501,3,0
69,1126772,0,1549473,37000,2,11705,1,1
43,420185,1,481548,145000,4,11606,1,2
63,555668,0,103832,72000,1,11602,1,1
33,463806,0,355607,70000,1,11604,1,1
58,1190456,0,1558684,84660,2,11706,1,1
45,346486,1,793192,124000,4,11611,1,2
23,696918,1,1265359,35000,2,11506,3,1
64,640349,1,92269,68400,8,11801,1,2
49,1000379,0,1582668,203000,2,11706,1,2
40,548997,0,173244,56000,1,11601,2,1
53,837735,0,1233805,100100,3,11506,1,1
31,553561,0,366943,70000,1,11604,2,0
75,552612,0,459291,14110,1,11606,2,0
81,252926,0,693267,110200,3,11609,1,1
48,1082445,0,1341932,100400,4,11703,1,3
38,544567,0,264978,60000,1,11603,2,1
51,713090,0,1187426,91700,2,11507,1,2
50,261413,1,600969,325000,5,11608,1,2
68,556178,0,839165,115000,2,11612,1,0
67,581584,0,99968,84210,2,11801,1,0
72,364142,0,609816,206900,2,11608,1,1
48,853040,1,1088205,65100,4,11501,2,3
60,964728,0,1311985,215400,2,11703,1,2
33,1010371,2,1567498,107440,5,11706,1,1
52,687353,0,1112566,39400,3,11501,1,2
61,704641,0,990954,43010,1,11505,2,1
48,547688,2,634783,50000,4,11608,2,1
46,20083,1,395299,75800,4,11605,1,2
50,519784,2,510169,187000,4,11607,1,2
85,555408,0,808870,7700,1,11612,2,0
36,555927,0,468625,49950,2,11606,1,2
49,118664,0,971111,10800,1,11615,2,0
29,518497,0,314422,160600,3,11603,1,3
85,550510,0,263682,35100,1,11603,2,0
68,556541,0,435735,51600,1,11605,1,0
36,1038794,1,1386877,143900,4,11702,1,2
75,743398,0,1029917,276600,2,11505,1,0
42,24753,2,403578,200000,4,11605,1,2
26,605027,0,46827,100020,2,11802,2,2
71,1076278,0,1512344,286800,2,11705,1,0
56,669664,0,1304887,116000,2,11503,1,2
34,839059,4,1204819,75000,6,11507,2,1
75,1098578,0,1474043,169400,1,11704,1,1
67,623458,0,67401,268500,2,11801,1,0
49,227861,0,923151,88000,4,11614,1,2
81,35894,0,614467,109500,3,11608,1,1
31,121204,0,295684,96000,1,11603,2,1
50,69218,1,876576,103200,5,11613,1,2
79,179617,0,663628,104400,4,11609,1,0
32,671034,0,1033734,53300,1,11502,1,1
72,155775,0,359702,236300,2,11604,3,0
38,867994,2,1020342,79300,7,11505,1,1
48,195527,4,548967,476000,6,11616,1,1
33,66258,1,507292,190000,3,11607,2,2
28,539460,0,868906,28000,2,11613,2,1
33,541376,0,328125,136000,2,11604,2,2
67,90144,0,922922,327800,2,11614,1,0
53,392814,0,349417,248500,2,11604,1,2
46,825882,3,1259395,81000,6,11506,2,2
57,360768,1,392212,250700,3,11605,1,1
49,34829,1,344523,85000,3,11604,2,2
40,337587,2,477685,71000,3,11606,2,1
49,525236,0,435074,48000,1,11605,1,1
81,548050,0,166047,26600,1,11601,2,0
75,772502,0,1057267,25900,1,11502,1,0
54,1194457,0,1602518,101800,2,11706,1,1
61,912309,1,1144262,57700,4,11504,1,2
31,693223,0,996225,69000,2,11505,1,2
61,660367,0,1062856,124000,2,11502,1,1
49,794253,0,1150015,135000,2,11504,2,2
49,1024697,2,1594565,70090,4,11706,1,1
53,485044,1,130703,258524,3,11602,1,2
52,976503,0,1315227,94600,3,11703,2,1
60,1093736,0,1470629,252500,3,11704,1,2
39,794325,1,1133172,68000,4,11504,1,1
6,543497,2,184231,69800,2,11601,2,2
44,832192,0,1222562,217500,4,11506,2,2
61,1170161,0,1513835,64000,2,11705,1,1
56,831793,0,990608,161000,4,11505,1,1
21,894093,0,1096814,50000,2,11501,2,2
35,182964,1,689990,250000,3,11609,1,2
29,822424,0,1222925,124000,2,11506,1,2
32,527589,0,153163,181000,2,11602,1,2
31,559057,0,28805,13600,1,11802,2,0
25,424385,0,126585,139000,2,11602,2,0
82,669557,0,1305496,39000,4,11503,1,1
56,722797,0,1267705,181200,2,11506,1,2
45,314632,1,924360,51800,4,11614,2,1
66,1090062,0,1340581,132200,2,11703,1,2
52,253759,0,294616,107700,2,11603,2,2
69,662210,0,1058992,151400,2,11502,1,1
69,523930,0,877123,54600,2,11613,1,0
40,510061,0,933642,106560,4,11614,1,3
45,552292,0,417204,39000,1,11605,2,1
66,518262,0,299652,89000,1,11603,3,1
47,1074805,0,1520576,50000,1,11705,1,1
52,260536,0,555234,181000,3,11616,1,2
36,27127,2,967465,249100,4,11615,1,2
26,752572,0,1144626,39900,2,11504,2,2
63,1006544,0,1383924,100000,2,11702,2,2
56,130526,0,978797,116690,3,11615,1,3
30,551003,1,107657,77600,3,11602,2,1
44,653059,2,52615,45500,6,11801,1,3
23,550633,0,142090,1800,1,11602,2,1
31,1026826,2,1566415,87000,4,11706,1,2
58,636987,0,42938,74000,1,11802,1,1
79,549235,0,444508,27000,1,11606,2,0
32,917014,0,1178065,83750,2,11504,2,2
55,1137070,0,1536744,87000,2,11705,1,2
76,843513,0,1253447,38700,1,11506,1,0
54,135416,0,677430,432000,3,11609,1,3
33,674490,2,1079274,40000,4,11502,2,1
74,222200,0,735763,118400,3,11610,1,2
70,807211,0,1086485,36800,1,11501,1,0
56,761915,0,1069810,57930,1,11502,2,1
68,588852,0,12963,19200,1,11802,1,0
68,710595,0,1186965,44900,2,11507,1,0
28,1185051,0,1555860,58000,2,11706,1,2
53,1109062,0,1535464,120000,2,11705,1,2
39,825925,2,1250145,110000,4,11506,1,1
72,554819,0,446059,169000,2,11606,1,1
36,172104,1,969653,82000,2,11615,1,1
34,276063,1,477323,213330,5,11606,1,2
47,1069496,2,1398216,224100,5,11702,2,3
55,729274,2,1094703,110150,4,11501,1,2
35,518710,0,289687,9000,1,11603,2,0
57,391700,0,564293,441500,2,11616,1,1
45,1016502,0,1420607,116000,2,11701,1,2
28,511791,0,243519,63000,2,11603,2,2
27,242869,1,667615,87200,3,11609,2,1
51,539350,0,318307,165050,2,11603,1,1
38,817645,1,1209201,217000,3,11507,1,1
33,534359,2,596767,90000,4,11608,2,1
63,148040,0,387276,102410,2,11605,1,1
24,541410,0,325155,52000,1,11604,2,1
49,836305,1,1267209,110000,4,11506,1,3
24,723549,0,1305360,16000,2,11503,2,2
57,538343,0,924317,31000,4,11614,1,3
33,554334,0,528594,210000,2,11607,2,2
30,513380,0,306103,100000,2,11603,2,2
23,525056,0,253099,1500,1,11603,2,1
50,702905,0,1236819,18000,1,11506,2,1
30,409926,1,738820,153000,3,11610,1,1
54,232198,3,643030,172000,5,11608,1,2
55,693748,0,1216427,0,1,11507,1,0
68,587040,0,47218,38700,1,11802,1,0
35,7622,3,803876,46000,5,11611,1,1
50,1148158,0,1579497,241000,3,11706,1,3
56,384444,0,911853,76000,2,11614,1,2
68,439950,0,375453,54420,3,11604,1,0
30,600302,1,25701,93000,4,11802,2,2
50,534692,0,393518,64450,5,11605,1,3
36,701301,4,1253380,107500,6,11506,2,2
71,45231,0,677561,98000,4,11609,1,1
29,60296,0,185639,101104,3,11601,2,1
69,1008586,0,1353824,19900,1,11703,2,1
20,808909,0,1114419,19700,4,11501,2,2
46,441444,0,880245,98300,1,11613,1,1
48,1147875,0,1377835,62000,2,11702,1,2
52,1186778,1,1604676,115200,3,11706,2,2
45,518602,2,449233,100450,5,11606,1,2
39,430737,0,332321,125380,2,11604,2,1
56,406776,0,726092,36000,1,11610,1,1
62,514448,0,617255,209000,1,11608,1,1
68,227270,0,110969,139000,3,11602,1,1
30,168565,2,400162,115000,4,11605,1,1
60,914815,0,1147261,160850,2,11504,1,2
65,666756,0,1068342,116500,2,11502,1,1
52,628995,0,30410,55000,1,11802,2,1
69,246130,0,329372,11400,1,11604,2,0
55,1004748,0,1570203,130000,3,11706,1,2
44,87950,1,961464,333700,5,11615,1,2
48,1170624,0,1323791,88500,2,11703,1,1
24,1056040,0,1393092,80000,2,11702,1,2
30,355221,0,373573,161900,3,11604,2,3
50,587926,0,39763,214000,2,11802,1,2
31,554531,0,716986,136000,2,11610,2,2
20,1218174,1,1306943,69000,4,11503,2,1
48,65969,3,223960,130000,6,11601,2,2
82,630566,0,78231,12500,1,11801,1,0
71,711512,0,1015832,33400,2,11505,1,0
29,755963,0,1138694,26000,1,11504,1,1
61,98945,0,530119,30000,1,11607,2,0
27,837336,2,1223566,90000,4,11506,1,1
37,538324,0,241262,2000,1,11603,2,0
28,263905,2,881982,65000,3,11613,2,1
8,531087,1,274928,68800,1,11603,2,1
26,487597,1,492321,65000,3,11607,2,2
61,953310,0,1378901,47000,1,11702,2,1
83,846015,0,1269042,29100,2,11503,2,0
40,596301,2,79878,78900,5,11801,1,2
29,297151,0,477457,80000,1,11606,2,1
34,742186,0,1295722,44300,2,11503,2,1
34,553858,4,783066,93000,6,11611,2,2
50,30139,1,464318,160000,4,11606,1,2
35,551753,1,171629,58000,2,11601,2,1
70,845810,0,1294302,124570,2,11503,1,1
38,567734,1,20669,81060,3,11802,1,2
47,1092856,0,1544318,229000,2,11705,1,2
50,1175759,0,1504395,87800,2,11705,1,2
26,525238,0,714343,92500,2,11610,2,2
60,498964,0,524643,101000,3,11607,1,2
45,888726,3,1248895,76500,5,11506,1,2
56,565932,0,33782,63000,1,11802,1,1
59,1010373,0,1567230,197230,2,11706,1,1
35,1004656,1,1561325,105000,2,11706,2,1
51,876192,0,1041422,258000,2,11502,1,2
32,1053582,0,1478670,103600,2,11704,2,2
94,723500,0,1305194,480,1,11503,1,0
68,519139,0,456308,550,1,11606,2,0
66,1053457,0,1386676,77800,3,11702,1,1
45,120958,3,221946,190000,5,11601,1,1
22,512338,0,125638,40000,3,11602,2,2
48,554979,0,601528,55000,1,11608,3,1
58,213442,1,973199,186500,4,11615,1,1
66,902842,0,1181410,66100,2,11507,1,1
60,1135299,0,1314822,215400,2,11703,1,2
46,1163813,6,1504298,196000,14,11704,1,3
67,1090281,0,1334001,86900,3,11703,1,2
31,473600,1,386778,114000,3,11605,2,2
70,895511,0,1110433,50000,2,11501,1,0
32,788034,0,1153620,94800,2,11504,2,2
74,785135,0,1168949,57900,2,11504,1,0
43,973444,1,1341402,160000,3,11703,1,2
45,22489,1,187230,106500,3,11601,2,2
64,153699,0,447564,130000,2,11606,1,2
82,1013233,0,1524996,13600,1,11705,1,0
33,533951,0,308909,71000,1,11603,2,1
63,505488,0,526259,186000,2,11607,1,2
74,555150,0,299642,80700,1,11603,1,0
71,542207,0,341584,103500,1,11604,1,1
61,487460,0,560705,67660,3,11616,1,1
6,536461,2,178987,94000,2,11601,2,2
58,700302,0,1226441,100100,2,11506,2,2
39,688587,3,1005592,62100,5,11505,2,2
20,531027,0,120758,300,2,11602,2,0
37,556039,0,452380,91900,2,11606,3,2
50,714700,0,1017150,109600,2,11505,2,2
83,532167,0,565664,41300,1,11616,2,0
65,565554,0,5403,34700,3,11802,2,1
71,1172430,0,1350268,43300,3,11703,1,1
49,82781,2,147416,48000,4,11602,1,1
70,553326,0,149876,13000,1,11602,2,0
66,556448,0,457326,103200,2,11606,1,1
26,545148,0,162591,93020,2,11601,2,2
89,537618,0,493020,65600,1,11607,2,0
77,556897,0,444112,138500,3,11606,1,1
31,554279,0,620035,419000,2,11608,2,1
80,645843,0,23225,32404,1,11802,1,0
23,690366,0,1172311,47400,2,11504,2,2
24,767858,0,1289148,63000,3,11503,2,3
8,805635,1,1219126,118700,1,11506,1,1
54,1060686,0,1459940,468540,2,11704,1,1
24,737532,0,1293080,63000,3,11503,2,3
47,629366,0,56594,8000,1,11801,2,0
59,1084023,0,1422033,62000,2,11701,1,1
63,613317,0,93365,86600,2,11801,1,1
48,701068,0,1257113,55000,1,11506,2,1
35,839545,4,1310282,40000,6,11503,2,1
64,661491,1,1077749,103400,4,11502,1,1
71,548909,0,238183,91500,1,11603,1,1
47,352565,0,406909,197400,4,11605,1,3
43,295992,2,806153,87000,4,11611,1,2
66,555735,0,592997,117000,1,11608,1,1
51,316441,0,924993,119500,2,11614,2,2
45,1111795,0,1598099,207000,2,11706,1,2
67,801309,0,1091357,104000,1,11501,1,1
27,514446,0,140425,161000,4,11602,2,3
41,696634,1,1205954,31800,2,11507,2,0
43,212515,0,406041,70000,2,11605,2,2
49,178094,0,560995,12000,1,11616,2,1
70,739052,0,1291060,217000,3,11503,1,2
46,532914,9,600559,43000,13,11608,2,2
34,141694,0,889439,74000,2,11613,2,2
26,136111,0,103863,54000,1,11602,1,1
53,551317,0,151989,81000,1,11602,2,1
43,1146539,2,1329838,126000,4,11703,1,2
28,1170736,0,1312039,76000,2,11703,2,2
60,756583,2,1041826,551260,4,11502,1,1
73,1162098,0,1446244,109721,4,11701,1,2
39,954985,2,1456478,103000,4,11701,1,2
54,726529,1,1001399,173000,5,11505,1,2
58,717006,0,1183017,147900,3,11507,1,2
69,554553,0,617163,36080,1,11608,1,1
61,595610,0,77489,163750,2,11801,1,1
58,1021901,0,1368110,57900,4,11702,2,1
25,511329,0,141973,55000,1,11602,2,1
40,273950,2,843138,240050,4,11612,1,2
69,864943,0,1203321,20900,1,11507,2,0
63,19196,0,360106,227000,2,11604,1,2
55,326719,2,208798,233800,4,11601,1,2
24,514657,0,120522,20000,1,11602,2,1
68,128323,0,855967,79200,2,11613,2,1
74,158104,0,111791,138300,2,11602,1,1
29,551140,0,195041,40000,1,11601,2,1
27,523177,0,460459,112000,2,11606,1,1
25,550241,0,328428,30000,1,11604,1,1
33,202952,0,370206,93000,1,11604,2,1
52,267901,0,657051,350000,2,11609,1,2
35,229270,3,279961,120000,5,11603,2,1
79,144918,0,862391,75300,2,11613,1,0
58,961930,0,1347983,84000,3,11703,1,2
56,101563,0,631934,171640,5,11608,1,3
24,357254,0,380893,136000,3,11605,2,3
64,564451,0,40495,76500,2,11802,1,1
55,135228,0,937688,112500,6,11614,1,2
31,76560,0,724046,115000,3,11610,2,3
45,163214,3,594144,351000,5,11608,1,2
75,965218,0,1443071,500,1,11701,2,0
58,536366,0,444485,11800,1,11606,2,0
51,791793,2,1189176,51800,5,11507,1,1
55,499452,0,565079,130304,3,11616,1,1
60,702289,1,1258119,71720,3,11506,2,1
44,556203,0,589815,107080,2,11608,2,2
66,437371,1,340113,115050,3,11604,1,0
41,988126,2,1544670,80000,4,11705,1,2
72,376346,0,955843,89900,4,11615,1,2
63,428745,0,781909,180000,1,11611,2,1
33,542638,0,334978,490600,2,11604,1,2
35,975821,3,1541998,140000,5,11705,2,2
51,273432,2,563046,237500,4,11616,1,1
55,1183411,0,1518963,171200,2,11705,1,1
84,93233,0,501048,123500,3,11607,1,2
32,844507,0,1273541,48000,3,11503,2,1
33,1019030,0,1529862,90000,2,11705,1,2
39,531375,1,148012,109000,3,11602,1,1
88,1172486,0,1337387,51500,2,11703,2,0
24,754514,0,1285292,63000,3,11503,2,3
67,207291,0,689779,34400,2,11609,1,1
39,978599,2,1325624,107650,6,11703,1,2
32,715402,2,1012937,77300,4,11505,2,2
45,1029199,0,1410073,150000,2,11701,2,1
46,718445,2,1099082,129200,4,11501,1,1
49,719643,0,1082136,83000,2,11501,2,2
80,514907,0,917893,16800,1,11614,1,0
39,669153,0,1307428,50000,2,11503,1,2
48,1073220,1,1417834,67000,2,11701,2,1
27,752117,1,1074391,50000,3,11502,2,1
41,873763,2,1184034,240000,4,11507,1,1
45,108295,2,584390,228000,5,11616,1,2
52,292322,2,959056,116400,4,11615,1,2
21,1186939,1,1552564,64000,3,11706,2,1
75,622224,1,14327,300500,4,11802,1,3
68,159492,2,111936,592600,4,11602,1,2
50,1173036,2,1360366,137630,4,11702,2,2
66,527782,0,239108,59000,1,11603,1,0
37,516246,1,145605,108500,3,11602,2,2
48,630206,0,12044,133000,4,11802,1,2
41,546868,0,303146,190000,1,11603,2,1
32,512246,0,298068,75000,1,11603,2,1
51,165936,0,939769,35800,1,11614,2,1
39,627297,1,54759,55000,3,11801,2,1
43,46082,2,549438,631000,5,11616,1,3
50,36921,0,549249,28000,2,11616,2,1
63,545262,0,232243,52000,1,11601,2,1
46,263161,2,600982,149900,6,11608,1,2
48,1202056,2,1323429,99600,6,11703,2,4
34,637437,0,56106,50000,1,11801,2,1
40,818149,2,1246354,100500,6,11506,1,1
63,869347,0,1100554,45000,1,11501,2,1
45,709857,3,1223992,58300,5,11506,2,3
61,999529,0,1435623,123100,3,11701,1,2
40,511917,0,107500,39500,2,11602,2,1
40,517367,1,383077,152000,3,11605,1,1
31,519022,0,621083,105000,2,11608,2,1
57,226285,1,428075,250700,3,11605,1,1
31,548858,0,274373,76400,2,11603,2,2
65,1012905,0,1601439,26200,2,11706,1,0
31,516981,0,535962,168000,2,11607,1,2
65,556111,0,681176,93000,2,11609,1,0
44,1175780,2,1509558,152500,4,11705,1,2
46,759747,0,1078625,142000,2,11502,1,2
78,718346,0,1129339,5500,1,11501,2,0
27,662507,0,1047675,42000,1,11502,2,1
47,538115,0,286093,473000,1,11603,2,1
61,442242,1,355422,158900,3,11604,1,2
50,424818,0,110943,51000,2,11602,2,1
82,900328,0,1026993,41700,1,11505,2,0
52,127644,0,685784,350000,2,11609,1,2
54,457559,0,110760,51000,1,11602,2,1
76,314633,0,923312,17000,1,11614,1,0
25,841294,1,1157974,35000,4,11504,2,2
37,255997,3,954611,195000,5,11615,1,2
42,975049,2,1417906,305000,4,11701,1,2
82,1127114,0,1567166,91860,2,11706,1,0
62,681825,0,1170184,19500,2,11504,2,0
40,145037,1,880713,107900,3,11613,1,3
25,1179540,0,1343438,30000,1,11703,2,1
62,1178821,0,1401863,96500,1,11702,1,1
62,439623,0,380015,70000,2,11605,1,1
34,515000,0,161753,67000,1,11601,2,1
27,542122,0,752778,43500,1,11610,2,1
52,419235,0,457806,125600,2,11606,1,1
62,1189715,0,1507384,28800,1,11705,1,0
56,305956,0,649497,63000,2,11609,1,2
62,540521,0,504726,135500,1,11607,2,1
77,237567,0,904423,18600,1,11614,2,0
36,48937,0,393892,102000,3,11605,1,3
81,551806,0,319218,25000,1,11603,2,0
74,1188590,0,1596657,37200,3,11706,2,1
42,446987,0,387387,106800,2,11605,2,2
38,146454,3,880856,172300,6,11613,1,3
76,956440,0,1406504,20500,1,11702,2,0
57,1093668,0,1419184,46000,1,11701,2,1
83,587874,0,23923,58600,1,11802,1,0
90,556268,0,695434,67000,2,11609,2,0
52,1170976,0,1398796,51800,2,11702,2,1
54,974681,0,1431632,122000,2,11701,1,2
61,457368,1,646806,152000,3,11608,1,2
45,182173,3,944799,136000,5,11615,1,2
68,182412,0,216161,72900,2,11601,1,0
28,554246,0,160471,110000,2,11601,2,2
54,539095,0,760733,113000,2,11611,2,2
85,550074,0,863837,15100,1,11613,2,0
58,1027061,0,1445125,8800,1,11701,2,0
62,38217,0,962140,25000,2,11615,1,0
61,955360,0,1381899,814100,3,11702,2,2
62,1074152,0,1436299,452000,2,11701,1,1
88,967893,0,1409513,88300,1,11701,1,0
68,421257,1,721092,21900,2,11610,2,0
45,1117630,1,1578381,44000,3,11706,1,2
46,315002,0,394373,105880,5,11605,1,1
38,547613,0,331519,100000,1,11604,1,1
25,525355,0,140281,102700,3,11602,2,2
72,596081,0,99689,14400,1,11801,2,0
63,520273,0,242183,50000,1,11603,2,1
60,392894,0,363568,58000,2,11604,2,2
22,524326,0,127868,96800,3,11602,2,3
35,589868,3,42890,145600,5,11802,1,1
63,910692,0,1024099,140000,1,11505,1,1
36,545412,0,942298,77150,2,11614,2,2
66,529301,0,654573,10300,1,11609,2,0
62,547451,0,109594,18000,1,11602,2,0
36,236178,4,905397,0,5,11614,2,0
66,727757,0,1148159,140300,4,11504,1,3
87,1179541,0,1343498,18200,1,11703,2,0
51,1133845,0,1488284,73000,3,11704,2,2
23,548380,0,493111,25000,1,11607,2,1
32,436137,0,354461,195200,2,11604,2,2
31,673742,0,1272965,54000,1,11503,2,1
44,671049,0,1033886,62000,2,11502,1,1
75,551559,0,787790,178900,2,11611,2,1
21,535404,0,566262,98000,3,11616,2,1
46,61101,1,546743,168000,3,11607,1,2
54,55889,0,759603,68100,1,11611,1,1
45,529144,0,371086,0,1,11604,2,0
36,335442,0,842860,200000,1,11612,1,1
67,532981,0,184560,200200,4,11601,2,3
67,472438,0,504176,74330,3,11607,1,2
28,505407,0,185311,32000,1,11601,2,1
47,550486,1,274462,166930,5,11603,1,2
66,545029,0,849545,18200,1,11612,2,0
45,265043,3,594146,351000,5,11608,1,2
44,556410,0,326356,93000,1,11604,1,1
34,419418,1,941276,112000,4,11614,1,1
63,703590,0,1260061,136220,3,11506,1,3
49,514867,2,901294,20000,5,11613,2,1
42,1146958,2,1549921,94000,5,11705,1,2
44,1084647,9,1539225,130570,15,11705,1,4
39,134203,1,363728,241000,4,11604,1,3
55,554197,0,869626,99000,1,11613,2,1
43,531464,0,407424,85000,1,11605,2,1
47,827529,2,1246107,61600,4,11506,1,1
59,576565,0,85903,8700,1,11801,2,0
55,1143840,0,1361526,178400,4,11702,2,4
62,1162456,0,1425356,5000,1,11701,2,0
34,119687,2,924271,44000,3,11614,2,0
80,782977,0,1186003,13200,1,11507,2,0
52,403537,0,986081,56500,1,11615,1,1
52,541557,0,193422,90000,1,11601,1,1
56,66717,0,985894,206600,3,11615,1,2
70,113327,0,814221,86000,2,11612,1,1
50,609582,1,7692,112400,4,11802,1,1
27,1096962,0,1507678,120000,2,11705,1,2
26,387200,0,401789,40000,1,11605,2,1
32,538608,0,653914,163000,2,11609,2,2
62,527469,0,428958,140000,2,11605,2,2
56,537331,0,151077,8000,1,11602,2,1
59,199789,0,771003,110000,2,11611,1,1
33,381340,1,589116,33800,3,11616,1,1
60,1173529,0,1519472,188500,4,11705,1,3
41,61516,3,219798,244500,5,11601,1,1
29,549267,0,310207,52000,1,11603,2,1
41,521231,0,136172,53000,2,11602,2,2
29,555941,0,665104,46000,1,11609,2,1
36,1190253,2,1507255,89700,5,11705,1,2
34,985598,2,1553238,53000,4,11706,1,2
53,555342,0,809714,162000,3,11612,1,2
60,435676,0,732769,26200,3,11610,1,2
57,555830,0,926157,32400,1,11614,1,1
59,905857,0,1082036,80000,2,11501,1,2
28,543518,0,236777,103500,2,11603,2,2
34,549420,1,140323,156000,3,11602,2,2
29,255973,2,953966,102000,4,11615,2,2
46,553668,0,610252,43400,1,11608,2,1
31,540819,1,604489,200000,3,11608,2,2
76,544573,0,263441,108800,1,11603,2,0
90,519445,0,268025,19600,1,11603,2,0
49,556860,0,755896,55200,2,11610,2,2
71,455335,0,103222,54700,1,11602,1,1
42,406409,2,355508,476100,4,11604,1,1
43,510713,3,131461,880000,5,11602,1,2
54,691217,0,1135047,7500,1,11504,2,0
67,555145,0,926417,25260,2,11614,1,0
68,542526,0,556007,145600,1,11616,2,1
50,771626,2,1134228,458900,4,11504,1,2
68,1010356,0,1567299,36700,2,11706,3,0
60,305239,0,828807,19400,2,11612,1,0
68,714478,8,1010045,113110,12,11505,1,3
30,1163324,0,1461042,132000,2,11704,2,2
63,1078566,0,1565815,70000,1,11706,1,1
25,397388,0,494293,133100,1,11607,1,1
30,538390,0,352076,125000,2,11604,2,2
58,219324,0,636069,225000,2,11608,1,1
39,327615,3,892872,68500,4,11613,2,2
64,1035469,0,1474381,46800,2,11704,1,0
56,1143385,0,1382763,271000,2,11702,1,2
30,80673,0,938011,67000,2,11614,1,1
74,753740,0,1069786,124000,1,11502,2,1
55,603976,0,46630,124700,2,11802,1,2
33,857809,0,1199342,119200,3,11507,2,2
37,519168,3,228533,181000,5,11601,2,2
55,510849,0,892607,133000,3,11613,1,2
26,514818,0,276064,85000,1,11603,2,1
76,917013,0,1178118,36000,3,11504,1,2
66,371915,0,550964,112500,2,11616,1,1
37,861216,2,1020816,64600,4,11505,1,2
62,517755,0,538317,135500,1,11607,2,1
82,509576,0,339565,22800,1,11604,1,0
94,743753,0,1135544,19300,1,11504,2,0
55,569719,1,90417,87200,2,11801,1,1
67,31959,0,570273,162200,3,11616,1,2
32,552383,0,328753,61000,1,11604,2,1
30,515253,0,607647,86000,1,11608,2,1
41,121798,2,977491,38500,4,11615,2,1
94,899293,0,1290466,39640,1,11503,2,0
30,580273,1,87712,106000,3,11801,1,2
49,543720,1,386048,64200,2,11605,2,2
25,849692,1,1277153,73000,4,11503,2,3
40,803510,2,1302425,118300,4,11503,1,2
55,1177007,0,1509757,111000,2,11705,1,2
44,959999,2,1510609,130000,4,11705,1,2
67,1086143,0,1512132,85000,1,11705,1,1
33,709197,3,1220251,128180,5,11506,1,2
47,513673,0,186463,201000,2,11601,1,2
40,826396,1,1267232,142500,4,11506,1,3
38,548077,0,365946,49000,1,11604,2,1
74,1113922,0,1489963,100000,1,11704,1,0
57,1198289,0,1587074,98600,3,11706,1,1
52,307435,3,951665,205000,5,11615,1,2
60,740181,0,1047382,72600,4,11502,1,3
41,1162457,0,1425370,11410,1,11701,2,0
86,284844,0,815755,64000,2,11612,1,0
66,1076914,0,1564997,56080,1,11706,2,1
30,644040,0,51524,34000,1,11802,2,1
86,1022361,0,1571508,69200,2,11706,1,0
51,768635,0,1258266,47000,3,11506,2,2
57,206612,0,641264,42400,2,11608,2,1
35,525576,2,452124,91400,5,11606,2,3
45,901974,0,1022647,69000,1,11505,2,1
43,450578,3,731107,127000,4,11610,1,1
29,648715,2,93085,6020,4,11801,1,1
49,531843,0,706384,111000,1,11610,2,1
75,544817,0,724971,137000,3,11610,1,2
32,377315,0,527084,180000,1,11607,1,1
49,388771,1,782931,250000,3,11611,1,1
59,1014644,0,1331548,35800,4,11703,1,1
35,528850,0,299938,122000,1,11603,2,1
53,1073968,0,1538955,20600,2,11705,2,0
28,512870,0,765603,29200,2,11611,2,2
49,556091,0,327003,208000,2,11604,2,2
26,138609,0,499083,30020,1,11607,2,1
36,543910,0,172575,103000,1,11601,2,1
28,524403,0,275695,157030,2,11603,2,1
33,1133906,1,1559630,81500,3,11706,1,2
26,522775,0,808757,40000,1,11612,2,1
75,1191244,0,1581438,109400,3,11706,1,1
56,975746,0,1336137,224660,4,11703,1,2
51,446895,1,880719,78800,3,11613,1,1
33,1099405,1,1527009,93000,3,11705,1,2
55,1021501,0,1336174,147910,4,11703,1,4
73,1072353,0,1462908,90700,2,11704,1,0
52,1032452,0,1546350,75000,2,11705,1,2
36,538354,0,736276,65700,3,11610,2,3
62,243452,7,804371,42000,9,11611,2,1
33,534292,0,607558,146280,1,11608,2,1
41,511291,0,519111,160000,1,11607,2,1
33,562236,2,51289,124008,4,11802,1,1
57,193450,0,813673,29100,1,11612,2,1
60,518509,3,803859,114200,5,11611,1,2
30,554791,0,461045,100000,1,11606,1,1
55,81893,0,822742,95000,2,11612,1,1
68,1119198,0,1518592,227000,2,11705,1,1
42,485534,1,841548,67000,2,11612,2,1
67,521059,0,441690,103900,2,11606,1,1
27,585954,0,31032,43000,1,11802,2,1
83,1002007,0,1414869,45000,1,11701,1,0
52,1149791,0,1482822,175000,2,11704,1,1
